epoch_index,predicted_label,confidence_score
72,1,0.78467405
1605,2,0.723124
3390,2,0.7508849
3596,1,0.77582127
4423,2,0.7304383
4676,2,0.6587748
4677,3,0.790049
5669,3,0.6471548
