epoch_index,predicted_label,confidence_score
1868,2,0.7778266
1869,2,0.78494734
2036,3,0.708659
2037,3,0.7522928
2038,3,0.7883528
2039,2,0.7533771
2862,3,0.69999903
3113,2,0.770642
3556,3,0.71139836
3795,1,0.7952824
3803,3,0.72664887
4970,2,0.6938095
5690,2,0.6788576
5691,3,0.6984777
5692,3,0.6589515
