epoch_index,predicted_label,confidence_score
2926,3,0.7987359
2928,1,0.61599654
3082,1,0.7875832
4828,3,0.77304316
5437,1,0.7760043
5501,3,0.7689773
5502,2,0.74061435
5504,3,0.538634
5505,3,0.5991258
5506,3,0.564658
