epoch_index,predicted_label,confidence_score
2379,2,0.76938015
4283,2,0.69990045
4921,3,0.7950879
4973,1,0.7660062
5091,1,0.6528583
5092,3,0.7211429
5093,1,0.7180811
5110,1,0.7167775
