epoch_index,predicted_label,confidence_score
1257,2,0.76717263
1493,3,0.7866794
1494,1,0.5720917
3684,2,0.6456
3685,1,0.76337767
4114,3,0.6728714
4115,3,0.75837
5138,3,0.7300489
5140,2,0.76203185
