epoch_index,predicted_label,confidence_score
139,1,0.7920506
775,3,0.7998151
988,1,0.7415778
4092,3,0.7737371
4444,3,0.7676635
4472,3,0.7567201
4478,2,0.694912
4999,3,0.79204696
5000,1,0.65474343
5031,3,0.7534603
5353,3,0.5973945
