epoch_index,predicted_label,confidence_score
2996,1,0.78171605
3462,3,0.7993107
3463,3,0.7965297
3698,3,0.7992183
4964,3,0.75068444
5430,2,0.72988486
5441,3,0.7326504
5698,3,0.79361707
5699,1,0.7842057
