epoch_index,predicted_label,confidence_score
1119,1,0.7941735
3043,2,0.7664593
3044,3,0.79722506
3169,2,0.77662724
3686,3,0.7999813
3687,1,0.7224543
3960,2,0.7655859
4865,3,0.64125544
5082,3,0.7224922
5083,2,0.78709835
