epoch_index,predicted_label,confidence_score
444,3,0.793448
1038,1,0.7283214
3103,3,0.7261388
3104,3,0.691145
3370,1,0.7680517
4983,3,0.676613
4984,3,0.74916923
4985,1,0.72194886
4987,3,0.725489
5177,3,0.79366755
