epoch_index,predicted_label,confidence_score
924,1,0.77529365
925,1,0.7981125
926,1,0.77415323
1097,2,0.6745956
2432,2,0.7547769
3249,1,0.7314366
5101,2,0.7938097
5263,2,0.74500096
5296,3,0.7802114
5297,1,0.78769284
5299,1,0.7437264
5303,3,0.7590978
5304,3,0.71467024
5340,1,0.7401431
5391,3,0.78409666
