epoch_index,predicted_label,confidence_score
745,1,0.7455575
2032,2,0.7387756
3226,3,0.7426795
3333,2,0.7592305
3335,3,0.7958538
3735,2,0.7268017
3844,3,0.754611
3928,1,0.70892876
3929,3,0.74868494
3930,3,0.7562072
4048,2,0.6986651
4049,2,0.7763509
4244,1,0.7952998
