epoch_index,predicted_label,confidence_score
2265,1,0.79698575
2840,1,0.7561876
3966,2,0.5816096
4301,2,0.7185448
4302,2,0.6720689
4321,1,0.7803747
4322,1,0.64989614
4339,1,0.7993181
4341,2,0.65592325
4662,3,0.7768035
5157,3,0.79613197
5337,2,0.7781039
5416,2,0.7848727
5759,3,0.6425861
