epoch_index,predicted_label,confidence_score
1352,2,0.79989094
1353,2,0.797647
1354,3,0.72311515
3930,3,0.7916377
3940,3,0.7742501
3941,1,0.7352487
3942,1,0.6592377
4980,2,0.7232949
5094,1,0.7910471
