epoch_index,predicted_label,confidence_score
584,3,0.74826777
1545,3,0.7104473
1715,2,0.7898948
2756,2,0.70412594
3227,2,0.7118215
3244,2,0.7860048
3358,1,0.78045017
3359,3,0.6864351
3360,3,0.71116954
3361,3,0.73963296
3481,1,0.7952938
4285,1,0.7902829
4545,2,0.6880747
4546,2,0.72281563
4548,3,0.78442
4867,3,0.78475964
4868,3,0.6849598
4869,2,0.66234696
4956,3,0.74317074
5044,3,0.7286156
5045,2,0.7617761
