epoch_index,predicted_label,confidence_score
354,3,0.7052838
734,3,0.7946756
1641,2,0.7633798
1666,2,0.7922196
3046,2,0.7864224
4193,2,0.7823527
4746,3,0.7549952
4747,3,0.6508167
4748,1,0.61572874
4749,2,0.66098905
4750,3,0.7798433
4793,1,0.77597445
4794,1,0.7164711
5010,3,0.79218227
5011,3,0.7037877
