epoch_index,predicted_label,confidence_score
1196,1,0.7833175
1198,1,0.75535166
2095,2,0.77117264
2152,3,0.798343
2477,3,0.7779848
3080,3,0.7640477
3496,3,0.7747258
3523,3,0.7610553
3719,1,0.72102886
3758,2,0.7272757
3759,2,0.7843961
3800,3,0.78688735
3801,3,0.7713913
3807,3,0.7920217
3825,2,0.79955125
4390,3,0.76813674
4477,2,0.7625732
4478,3,0.627688
4963,2,0.68120426
4998,2,0.7031666
5133,2,0.6678859
5135,3,0.7406355
5250,2,0.7734237
