epoch_index,predicted_label,confidence_score
1778,2,0.79109293
2533,3,0.7962146
2595,2,0.77636987
2596,2,0.7876571
3520,2,0.71113914
3656,3,0.7999238
5089,3,0.79043025
5448,2,0.7743986
