epoch_index,predicted_label,confidence_score
278,3,0.7717375
279,3,0.64234304
1704,2,0.7280976
2597,3,0.7672841
2811,1,0.7757768
3134,3,0.7390868
3135,3,0.7385791
4076,3,0.7829524
5118,1,0.7722289
5229,1,0.7608706
