epoch_index,predicted_label,confidence_score
797,3,0.69619864
798,2,0.77180356
1972,2,0.7757948
1974,3,0.77405596
2428,3,0.67732364
2634,2,0.79611826
3796,2,0.6980699
4442,2,0.79892373
4538,3,0.7560878
4588,2,0.7867118
5685,2,0.7764745
5686,2,0.6315612
5687,2,0.6958774
5688,2,0.7581656
5689,2,0.76389086
5690,3,0.7043623
5715,2,0.78748107
