brain_state,confidence_score
2,0.9998062
2,0.9997408
2,0.99982494
2,0.9998398
2,0.99997747
2,0.9999764
2,0.999959
2,0.9999658
2,0.99997103
2,0.9999776
2,0.99998355
2,0.99994814
2,0.9998882
2,0.99992895
2,0.9999132
2,0.9998004
2,0.9998833
2,0.999905
2,0.99994135
2,0.99997175
2,0.9999702
2,0.9999685
2,0.9999809
2,0.99999285
2,0.9999938
2,0.99999106
2,0.99999475
2,0.99999464
2,0.99999475
2,0.99999344
2,0.9999918
2,0.9999622
2,0.9999423
2,0.9998621
2,0.99966884
2,0.9995946
2,0.99974066
2,0.9997991
2,0.99994135
2,0.9999633
2,0.9999244
2,0.99968076
2,0.99988794
2,0.999944
2,0.99977475
2,0.99951816
2,0.9996929
2,0.9992636
2,0.9977574
2,0.99858177
2,0.9993749
2,0.99916637
2,0.9995554
2,0.9996798
2,0.99953544
2,0.9998041
2,0.9998473
2,0.999936
2,0.99992645
2,0.99988234
2,0.9998878
2,0.9999119
2,0.9998186
2,0.9996774
2,0.9997826
2,0.99966645
2,0.9991848
2,0.9982657
2,0.99927586
2,0.99991345
2,0.99987364
2,0.9999032
2,0.9998895
2,0.99993706
2,0.9999305
2,0.99987805
2,0.9999387
2,0.99995553
2,0.99996924
2,0.99997604
2,0.99997747
2,0.99998844
2,0.999979
2,0.9999312
2,0.99989367
2,0.99990964
2,0.9999491
2,0.9999608
2,0.9998627
2,0.9996847
2,0.9991755
2,0.9977648
2,0.9931954
2,0.9958669
2,0.9924739
2,0.9955195
2,0.9966401
2,0.9993005
2,0.99848133
2,0.999569
2,0.99991655
2,0.9999231
2,0.9997887
2,0.9958086
2,0.98166186
3,0.9312416
3,0.9910663
3,0.99641705
3,0.9944518
3,0.99689025
3,0.9984238
3,0.9982492
3,0.99768436
3,0.9983375
3,0.99853826
3,0.9987288
3,0.9992105
3,0.99941194
3,0.9985135
3,0.9979634
3,0.9980234
3,0.9991548
3,0.99827695
3,0.99855083
3,0.99833316
3,0.99887353
3,0.99804544
3,0.99771595
3,0.9980356
3,0.9967919
3,0.99741167
3,0.99624133
3,0.9970197
3,0.9946613
3,0.98408234
3,0.9588791
2,0.97616255
2,0.96679014
2,0.9769225
3,0.94600046
3,0.9646945
3,0.87851375
2,0.976303
2,0.99546164
2,0.99711776
2,0.99191123
2,0.9950407
2,0.9459632
3,0.96774864
3,0.98055947
3,0.99183816
3,0.99592495
3,0.99837995
3,0.99746346
3,0.9976318
3,0.9988632
3,0.99920434
3,0.9990181
3,0.9985051
3,0.9993599
3,0.9990416
3,0.9991825
3,0.99924064
3,0.99929595
3,0.9977126
3,0.99883586
3,0.9995078
3,0.9997608
3,0.9985343
3,0.9987017
3,0.9994079
3,0.99917585
3,0.9993812
3,0.99954695
3,0.99933296
3,0.9985806
3,0.9982035
3,0.99904245
3,0.9990472
3,0.99903774
3,0.99922585
3,0.99954045
3,0.9993017
3,0.99833614
3,0.99773115
3,0.998314
3,0.99727577
3,0.9824034
3,0.9590967
3,0.97663957
3,0.99609536
3,0.9961372
3,0.9951698
3,0.9912846
3,0.9838822
3,0.99211794
3,0.9959466
3,0.9943625
3,0.99310714
3,0.9747104
2,0.99257094
2,0.98588854
3,0.931375
3,0.9953816
3,0.9966176
3,0.99690264
3,0.99872714
3,0.9992305
3,0.9992255
3,0.9991371
3,0.9995054
3,0.99969304
3,0.9997385
3,0.9997346
3,0.99979955
3,0.99972254
3,0.999597
3,0.99952555
3,0.999119
3,0.99836785
3,0.9975012
