brain_state,confidence_score
3,0.9999062
3,0.9998599
3,0.99967957
3,0.9998043
3,0.9997651
3,0.9995859
3,0.999087
3,0.9992473
3,0.9991548
3,0.9989073
3,0.9978188
3,0.9952714
3,0.9911157
3,0.9949759
3,0.9958483
3,0.997652
3,0.99623674
3,0.99330926
3,0.9913504
3,0.99756384
3,0.99821764
3,0.9991254
3,0.99931955
3,0.99958354
3,0.99915195
3,0.9992887
3,0.99920195
3,0.99928707
3,0.9996718
3,0.99953973
3,0.99928397
3,0.99895847
3,0.9920419
2,0.96405643
3,0.98643726
3,0.99659157
3,0.9969061
3,0.99731004
3,0.9993113
3,0.9995134
3,0.99946004
3,0.9995726
3,0.99969673
3,0.99972504
3,0.99748945
3,0.9968696
3,0.998355
3,0.9989496
3,0.99856937
3,0.99895823
3,0.9992524
3,0.9983847
3,0.99265736
3,0.9953917
3,0.99934167
3,0.9996921
3,0.99979836
3,0.9997451
3,0.9998073
3,0.9998343
3,0.99982846
3,0.99962723
3,0.99954706
3,0.99923074
3,0.99907124
3,0.9993771
3,0.99966717
3,0.9997465
3,0.9997855
3,0.99976224
3,0.99969506
3,0.99951816
3,0.998845
3,0.99935406
3,0.9981458
3,0.98356366
3,0.9739898
3,0.9575537
3,0.9855012
3,0.9512596
3,0.94609
3,0.9640827
3,0.9750573
3,0.9687978
3,0.92564493
3,0.93492335
1,0.951841
1,0.9877822
1,0.993792
1,0.90845674
2,0.9836895
2,0.9891962
2,0.9888843
2,0.97331154
2,0.94737244
3,0.9175303
3,0.98413634
3,0.9955332
3,0.9983125
3,0.9980009
3,0.9991918
3,0.99920624
3,0.9927452
3,0.98904514
3,0.99720156
3,0.9989077
3,0.99818605
3,0.99735993
3,0.9984988
3,0.99886084
3,0.9992255
3,0.99865735
3,0.99921775
3,0.99913675
3,0.99827576
3,0.9985297
3,0.99946874
3,0.9981248
3,0.98933023
3,0.99196905
3,0.99657035
3,0.9970579
3,0.9957956
3,0.99763095
3,0.9971831
3,0.9977003
3,0.9979767
3,0.9986767
3,0.99835616
3,0.9986827
3,0.99933016
3,0.99904436
3,0.9960699
3,0.9968395
3,0.99866843
3,0.99861825
3,0.9983664
3,0.99879956
3,0.9987186
3,0.9973519
3,0.9974613
3,0.99838614
3,0.99938476
3,0.99930906
3,0.99898297
3,0.999065
3,0.99929047
3,0.9994072
3,0.9994856
3,0.99953306
3,0.99950314
3,0.99729556
3,0.9693596
2,0.96974236
3,0.9850055
3,0.9961546
3,0.9974232
3,0.9980804
3,0.998223
3,0.99880755
3,0.99867344
3,0.9993794
3,0.9993736
3,0.999074
3,0.99926645
3,0.99965966
3,0.9996087
3,0.9993073
3,0.9992743
3,0.99840134
3,0.99516535
2,0.9957766
2,0.9972101
2,0.9994273
2,0.99935466
2,0.9994929
2,0.99988866
2,0.9999174
2,0.9999237
2,0.9989343
3,0.99014974
3,0.9851806
3,0.9931172
3,0.9962327
3,0.9978733
3,0.99904233
3,0.9985838
3,0.99930894
3,0.99950206
3,0.99930584
3,0.9989631
3,0.9992455
3,0.9996208
3,0.9994342
3,0.9990375
3,0.9991316
3,0.999419
3,0.99926406
3,0.9988945
3,0.9983096
3,0.998987
3,0.9994512
3,0.9998149
3,0.99953306
3,0.9996308
3,0.9994611
3,0.99937767
3,0.99929535
3,0.9992111
3,0.9981718
3,0.9919288
3,0.99283653
3,0.9971535
3,0.99881184
3,0.9993352
3,0.99945337
3,0.9995461
3,0.9994522
3,0.99823916
3,0.99931824
3,0.9992156
3,0.9992142
3,0.9986928
3,0.99922884
3,0.9948061
3,0.9834288
3,0.9786925
3,0.98837787
3,0.9904635
3,0.9959908
3,0.99779934
3,0.9981774
3,0.9987639
3,0.9993486
3,0.99889815
3,0.99907637
3,0.9982778
3,0.965331
2,0.99349725
2,0.9985251
2,0.9892763
3,0.99670935
3,0.9986155
3,0.99823487
3,0.99827707
3,0.9982304
3,0.99847347
3,0.9947826
3,0.98944175
3,0.99255717
3,0.9970983
3,0.996992
3,0.997326
3,0.9993722
3,0.99955446
3,0.9992161
3,0.99902487
3,0.9987753
3,0.9990558
3,0.99846894
3,0.9978089
3,0.9979242
3,0.9982942
3,0.9983845
3,0.99868387
3,0.99708205
3,0.99698347
3,0.9970488
3,0.9978923
3,0.9991043
3,0.9988506
3,0.9946702
3,0.99337834
3,0.98564374
2,0.9259119
2,0.9693461
2,0.985142
3,0.98390096
3,0.9881819
3,0.9850118
3,0.9832628
3,0.9784974
3,0.95588404
