brain_state,confidence_score
3,0.9998252
3,0.999764
3,0.99947053
3,0.99967694
3,0.9995272
3,0.99930215
3,0.9986797
3,0.9991472
3,0.99726045
3,0.9983291
3,0.99871135
3,0.9983271
3,0.9977182
3,0.99753356
3,0.9988765
3,0.9984724
3,0.9907398
3,0.97997504
3,0.9739284
2,0.9723963
2,0.98239076
3,0.97669184
3,0.9959294
3,0.9914512
3,0.99060327
3,0.99632543
3,0.9988329
3,0.99953365
3,0.9992805
3,0.99928844
3,0.9991084
3,0.99948114
3,0.9990753
3,0.9986895
3,0.9987496
3,0.9990356
3,0.9987159
3,0.9981178
3,0.9876938
2,0.96620744
3,0.98255104
3,0.99502724
3,0.9980089
3,0.9957295
3,0.9964194
3,0.99686027
3,0.9963236
3,0.99464804
3,0.9957508
3,0.9985715
3,0.99841046
3,0.9906619
3,0.9924314
3,0.99527454
3,0.9977416
3,0.998185
3,0.99868435
3,0.9991799
3,0.9991768
3,0.9988488
3,0.9979488
3,0.9993488
3,0.9994417
3,0.991486
3,0.9934094
3,0.997736
3,0.999037
3,0.9979075
3,0.9985348
3,0.99904054
3,0.9992219
3,0.9989874
3,0.99956566
3,0.9993311
3,0.99936694
3,0.99729013
3,0.9976503
3,0.9969584
3,0.99509275
2,0.95544857
2,0.9887933
2,0.9841307
2,0.98324615
2,0.9852557
2,0.97696084
2,0.92967755
3,0.9905556
3,0.99212945
3,0.9779198
3,0.99179876
3,0.99881244
3,0.9994659
3,0.99773103
3,0.998103
3,0.9987191
3,0.99624014
3,0.99456847
3,0.9961074
3,0.9970687
3,0.99823666
3,0.9974988
3,0.99893576
3,0.9982566
3,0.99877304
3,0.99954
3,0.9997454
3,0.9996338
3,0.9994615
3,0.99754107
3,0.99683577
3,0.99788314
3,0.9986468
3,0.9987696
3,0.99931574
3,0.9993173
3,0.99951565
3,0.9994437
3,0.99915814
3,0.99887604
3,0.99911195
3,0.9942147
2,0.9901391
2,0.9911084
3,0.989428
3,0.9959269
3,0.99589455
3,0.99678147
3,0.99543756
3,0.9939885
3,0.99513054
3,0.995382
3,0.99418396
3,0.99723226
3,0.99917907
3,0.99960357
3,0.9992644
3,0.99934274
3,0.999185
3,0.9995246
3,0.99928266
3,0.9994122
3,0.9990939
3,0.9981939
3,0.9990565
3,0.9993862
3,0.999074
3,0.99753475
3,0.99397284
3,0.986935
3,0.97378755
3,0.9592325
2,0.9754411
2,0.99433136
2,0.99035174
2,0.99049944
2,0.98320264
2,0.98483247
2,0.9983766
2,0.9997491
2,0.99952996
2,0.99957293
2,0.99976283
2,0.9997286
2,0.9998945
2,0.99991846
2,0.99996305
2,0.99997187
2,0.9999559
2,0.99995935
2,0.9999702
2,0.99998343
2,0.9999825
2,0.9999598
2,0.99943036
3,0.9870784
3,0.98905796
3,0.9933096
3,0.9976428
3,0.9922382
3,0.99473107
3,0.99628973
3,0.9993438
3,0.99843067
3,0.99311584
3,0.99377775
3,0.99751806
3,0.997323
3,0.9963128
3,0.9981261
3,0.99909556
3,0.9983175
3,0.9931237
3,0.9913816
3,0.99141663
3,0.9866775
3,0.9784182
3,0.9823767
3,0.9922029
3,0.99673426
3,0.99607384
3,0.9966756
3,0.9985337
3,0.99910057
3,0.9986933
3,0.9984041
3,0.99832934
3,0.99868065
3,0.99863005
3,0.9983839
3,0.9985114
3,0.9993642
3,0.999355
3,0.9984251
3,0.99901664
3,0.99936
3,0.99903905
3,0.9984237
3,0.99897015
3,0.9991598
3,0.99830365
3,0.99858993
3,0.9991283
3,0.99527305
3,0.9847837
3,0.9908957
3,0.9978364
3,0.9962962
3,0.99315745
3,0.9963331
3,0.98035425
2,0.9959798
2,0.99070054
3,0.9918086
3,0.99409
3,0.99465525
3,0.99602926
3,0.9903285
3,0.993067
3,0.99854624
3,0.9989485
3,0.998939
3,0.9991284
3,0.9996736
3,0.9993637
3,0.9983834
3,0.9985165
3,0.99865997
3,0.99651176
3,0.9862699
3,0.97972256
3,0.9794906
3,0.95505965
3,0.99305576
3,0.99518305
3,0.9980557
3,0.9981232
3,0.99728394
3,0.99600345
3,0.9963169
3,0.99913293
3,0.9988594
3,0.9974154
3,0.9985446
3,0.9993055
3,0.9995734
3,0.9994935
3,0.9994837
3,0.99941516
3,0.999158
3,0.99905425
3,0.99892336
3,0.99913824
3,0.9980604
3,0.99735284
3,0.9924913
3,0.9844913
3,0.8919692
1,0.911462
1,0.95668244
1,0.96595263
1,0.9822551
1,0.9808822
1,0.9752787
1,0.9444579
1,0.9782965
1,0.9589463
1,0.9087122
1,0.85987115
1,0.8983439
1,0.8980668
1,0.90526295
1,0.9067131
1,0.9789473
1,0.9962769
1,0.99893993
1,0.99942243
1,0.99972576
1,0.999681
1,0.999183
1,0.9991831
1,0.9992792
1,0.9993498
1,0.9989442
1,0.9980014
1,0.99858177
1,0.99866676
1,0.99927634
1,0.99881506
1,0.99873644
1,0.9991659
1,0.99855703
1,0.9980019
1,0.9980994
1,0.99640274
1,0.9955857
1,0.99111193
1,0.99657273
1,0.9982048
1,0.9977385
1,0.99586546
1,0.9964929
1,0.9599707
2,0.9713425
2,0.98651904
2,0.9982369
2,0.99779356
3,0.9697418
3,0.9796056
3,0.9814315
3,0.98120326
3,0.99074125
3,0.9922954
2,0.9576756
3,0.97367734
3,0.9837818
3,0.99772745
3,0.9983285
3,0.99916315
3,0.9995709
3,0.9993612
3,0.9981134
3,0.99718446
3,0.96666
2,0.99962115
2,0.9998995
2,0.9998839
2,0.9998677
2,0.997422
3,0.9737047
3,0.96209097
3,0.9924666
3,0.99612033
3,0.9967008
3,0.9971758
3,0.9994054
3,0.99913234
3,0.99925417
3,0.99925786
3,0.9991147
3,0.9989881
3,0.998618
3,0.9988104
3,0.99905175
3,0.9985946
3,0.9958918
3,0.9945147
3,0.9955059
3,0.9941011
3,0.99583447
3,0.9923316
3,0.99595094
3,0.9967795
3,0.99588937
3,0.99314743
3,0.9939307
3,0.99665797
3,0.99801195
3,0.9986337
3,0.9984634
3,0.99869186
3,0.99879444
3,0.99500185
3,0.9978643
3,0.9982657
3,0.9979382
3,0.9850743
3,0.9857678
3,0.9873461
3,0.9982887
3,0.9982022
3,0.9990312
3,0.99945754
3,0.9990883
3,0.9991518
3,0.9993332
3,0.998953
3,0.99640584
3,0.9968658
3,0.99620134
3,0.9948461
3,0.9969362
3,0.99762493
3,0.9986369
3,0.99815446
3,0.99828535
3,0.9991511
3,0.99944466
3,0.99900097
3,0.9968033
3,0.9972554
3,0.9988304
3,0.99945265
3,0.9996654
3,0.99962175
3,0.9995921
3,0.9997557
3,0.99953806
3,0.99882656
3,0.99943393
3,0.9967884
2,0.95962787
2,0.97419655
3,0.9611754
3,0.978626
3,0.9827539
3,0.9883188
3,0.9900483
3,0.98591715
3,0.9942524
3,0.99688303
3,0.99707174
3,0.9975649
3,0.9992884
3,0.99952304
3,0.999127
3,0.9989635
3,0.9993943
3,0.9993851
3,0.9991843
3,0.9980261
3,0.99556905
3,0.99189067
3,0.990471
3,0.99133897
3,0.99501497
3,0.99434644
3,0.98977995
3,0.98591644
3,0.9936598
3,0.9979964
3,0.9993906
3,0.9986387
3,0.9974564
3,0.9980719
3,0.9986652
3,0.9984274
3,0.9973328
3,0.9969971
3,0.98962307
3,0.993786
3,0.9971872
3,0.9982381
3,0.99845207
3,0.99781597
3,0.9990132
3,0.9989975
3,0.9983858
3,0.99890065
3,0.9987068
3,0.9948598
3,0.9914846
3,0.9966036
3,0.998643
3,0.994293
3,0.99072874
3,0.997241
3,0.99865085
3,0.99713033
3,0.99694735
3,0.99792933
3,0.9984536
3,0.99787736
3,0.99897975
3,0.9996854
3,0.99957067
3,0.9995396
3,0.9990006
3,0.99862015
3,0.9990305
3,0.9990798
3,0.99901736
3,0.9982925
3,0.99669194
3,0.99766207
3,0.9977106
3,0.9836961
3,0.9688969
3,0.98620147
3,0.994755
3,0.9965366
3,0.99660134
3,0.9950742
3,0.9950663
3,0.994894
3,0.9954466
3,0.9960057
3,0.99757737
3,0.997769
3,0.99819
3,0.9989532
3,0.9988263
3,0.99891555
3,0.998552
3,0.9982331
3,0.9975025
3,0.99893886
3,0.99753404
3,0.98911566
3,0.9894035
3,0.9921227
3,0.97841585
3,0.9719597
3,0.99375206
3,0.99852353
3,0.99784267
3,0.9985222
3,0.99884546
3,0.99869776
3,0.9979347
3,0.99907184
3,0.99908745
3,0.99846727
3,0.99709797
3,0.9976566
3,0.99632627
3,0.99871147
3,0.99914396
3,0.9982169
3,0.99646425
3,0.9776624
3,0.975228
3,0.95787317
1,0.8916405
1,0.9832718
1,0.993057
1,0.9975031
1,0.9985897
1,0.9990073
1,0.9990879
1,0.999218
1,0.9982907
1,0.9978759
1,0.9958116
1,0.9958189
1,0.9978078
1,0.99832016
1,0.99948466
1,0.99976474
1,0.99992657
1,0.9999454
1,0.99994266
1,0.9997826
1,0.9994892
1,0.99850035
1,0.9994967
1,0.9976209
