brain_state,confidence_score
2,0.99999
2,0.99998987
2,0.9999894
2,0.99997485
2,0.99997246
2,0.9999604
2,0.99995303
2,0.9999701
2,0.999899
2,0.9998056
2,0.99976295
2,0.99967396
2,0.9992681
2,0.99902594
2,0.9979569
2,0.9976553
2,0.99881953
2,0.99953866
2,0.9998852
2,0.999977
2,0.99998224
2,0.9999832
2,0.9999914
2,0.9999858
2,0.9999794
2,0.99996364
2,0.9999409
2,0.9999219
2,0.99995494
2,0.99984133
2,0.9997564
2,0.9994692
2,0.9923424
2,0.9807521
2,0.93478143
2,0.98585784
2,0.99142367
2,0.9949641
2,0.99713993
2,0.9989054
2,0.9996215
2,0.9997253
2,0.99963534
2,0.9995759
2,0.9998698
2,0.9998839
2,0.99973434
2,0.99980193
2,0.9998454
2,0.999785
2,0.9996038
2,0.999522
2,0.9992028
2,0.99913883
2,0.9997131
2,0.9997634
2,0.9998777
2,0.99973494
2,0.99944
2,0.9998054
2,0.99969363
2,0.9998559
2,0.99984527
2,0.9998616
2,0.9999244
2,0.999843
2,0.999694
2,0.9996395
2,0.9992219
2,0.99796754
2,0.99729544
2,0.997821
2,0.9987741
2,0.9973525
2,0.9991254
2,0.9998412
2,0.99985194
2,0.9999294
2,0.9998599
2,0.9999206
2,0.99995387
2,0.9999765
2,0.99998105
2,0.999992
2,0.9999912
2,0.99998116
2,0.9999709
2,0.99998486
2,0.9999851
2,0.9999795
2,0.99998784
2,0.9999944
2,0.9999682
2,0.9998658
2,0.99957865
2,0.9994516
2,0.9996885
2,0.9998543
2,0.99992144
2,0.9998753
2,0.99991727
2,0.9999713
2,0.99997485
2,0.99998355
2,0.9999839
2,0.9999665
2,0.9999689
2,0.9999851
2,0.99997807
2,0.9999585
2,0.9999629
2,0.9999379
2,0.99989974
2,0.9998092
2,0.9993724
2,0.9943551
2,0.96437985
2,0.9608124
2,0.97359836
3,0.978118
3,0.99638945
3,0.99840766
3,0.99829036
3,0.998038
3,0.99813265
3,0.99755245
3,0.99798954
3,0.99745077
3,0.99619746
3,0.9927456
3,0.99182093
3,0.99576205
3,0.99642605
3,0.9962619
3,0.99434763
3,0.9938293
3,0.996117
3,0.9943282
3,0.99627185
3,0.98460174
3,0.9787011
3,0.98960775
3,0.99576086
3,0.9974287
3,0.9981237
3,0.9982786
3,0.99934095
3,0.99926573
3,0.9990144
3,0.99936014
3,0.9993906
3,0.998965
3,0.997891
3,0.99819595
3,0.99781066
3,0.9970488
3,0.9984205
3,0.998793
3,0.996702
3,0.99321824
3,0.99649906
3,0.9979868
3,0.9954697
3,0.9944553
3,0.9946591
3,0.9966407
3,0.99450773
3,0.9966487
3,0.9979388
3,0.9986457
3,0.9993678
3,0.9994493
3,0.9990075
3,0.99900776
3,0.9991109
3,0.99663734
3,0.99443567
3,0.99691296
3,0.9971819
3,0.99682224
3,0.99680555
3,0.9967392
3,0.9983107
3,0.9979894
3,0.9976649
3,0.9982734
3,0.9991972
3,0.9991385
3,0.99750525
3,0.9961528
3,0.9978284
3,0.9972351
3,0.9976907
3,0.99917406
3,0.99968493
3,0.99936455
3,0.9991371
3,0.99917066
3,0.9983228
3,0.99754566
3,0.99855274
3,0.9983758
3,0.9989479
3,0.9994254
3,0.99976236
3,0.99934
3,0.9989858
3,0.9983125
3,0.9991949
3,0.99861276
3,0.998307
3,0.99819654
3,0.9927215
3,0.98855644
3,0.98908395
3,0.993148
3,0.99557364
3,0.99578947
3,0.99711776
3,0.99715257
3,0.99694115
3,0.9986964
3,0.9984426
3,0.9964761
3,0.9985057
3,0.99894327
3,0.998293
3,0.99917346
3,0.99893385
3,0.99831605
3,0.99871147
3,0.9960135
3,0.9957646
3,0.9970789
3,0.9987668
3,0.9988668
3,0.9980546
3,0.99363023
3,0.9859044
2,0.8608919
2,0.94429076
2,0.99799913
2,0.9994486
2,0.9998461
2,0.9998616
2,0.9993697
2,0.983512
3,0.9421713
3,0.976137
3,0.99077445
3,0.9967892
3,0.99791557
3,0.9985592
3,0.99845695
3,0.99798214
3,0.99908924
3,0.99963224
3,0.99914825
3,0.9986481
3,0.9991584
3,0.9993587
3,0.99872833
3,0.99907446
3,0.9994629
3,0.99857557
3,0.9977858
3,0.99704236
3,0.9976273
3,0.99774194
3,0.9980927
3,0.9989918
3,0.9974414
3,0.9962171
3,0.998793
3,0.9992424
3,0.99896836
3,0.9989662
3,0.99895585
3,0.9992761
3,0.9996458
3,0.9992612
3,0.99864703
3,0.99828655
3,0.99909973
3,0.9975719
3,0.99307245
3,0.9754199
3,0.9873303
3,0.98852646
3,0.9978192
3,0.9970625
3,0.99735284
3,0.99751604
3,0.99885356
3,0.99957925
3,0.99979705
3,0.9996635
3,0.99950874
3,0.9993917
3,0.99951494
3,0.99906915
3,0.99723417
3,0.9972609
3,0.99827206
3,0.99782866
3,0.9985807
3,0.99892527
3,0.998075
3,0.997827
3,0.99913234
3,0.9995466
3,0.99956805
3,0.9993001
3,0.9990978
3,0.9995092
3,0.9985014
3,0.99846065
3,0.99808645
3,0.98965913
2,0.9887944
2,0.9952887
2,0.99240017
3,0.988817
3,0.99319
3,0.9976661
3,0.99843746
3,0.9981304
3,0.9986369
3,0.99897975
3,0.9995129
3,0.99861085
3,0.9988387
3,0.9987167
3,0.99867165
3,0.9990055
3,0.9988832
3,0.9984458
3,0.99723035
3,0.9981933
3,0.9984692
3,0.9988458
3,0.9987099
3,0.9981951
3,0.9937941
3,0.9881516
3,0.9841958
2,0.9795447
2,0.9946272
2,0.9913181
2,0.96857476
2,0.9358507
2,0.9342224
3,0.971135
3,0.9832023
3,0.9951213
3,0.9987521
3,0.9990239
3,0.99902034
3,0.9990627
3,0.999049
3,0.99913675
3,0.9990194
3,0.99913174
3,0.9986382
3,0.99819857
3,0.99937767
3,0.99897075
3,0.9987424
3,0.998401
3,0.99733174
3,0.99707687
3,0.9955244
3,0.9947984
3,0.99811184
3,0.99805945
3,0.99932563
3,0.9989924
3,0.9987293
3,0.99669844
3,0.9985869
3,0.9994369
3,0.9992861
3,0.99877375
3,0.99655956
3,0.994288
3,0.9873311
3,0.992042
3,0.9941461
3,0.9974976
3,0.9967558
3,0.9983542
3,0.9992225
3,0.9978181
3,0.9957463
3,0.9955384
3,0.9961526
3,0.9923267
3,0.9969093
3,0.9979698
3,0.99894017
3,0.99889
3,0.9991321
3,0.9991099
3,0.99916005
3,0.9990702
3,0.99851376
3,0.9975866
3,0.9930068
3,0.986459
3,0.970958
1,0.90925956
1,0.98191917
1,0.9796688
1,0.93116796
1,0.9599509
1,0.99280083
1,0.9943455
1,0.9972156
1,0.9985605
1,0.99956805
1,0.99930644
1,0.9988518
1,0.9992878
1,0.9991873
1,0.9995177
1,0.99943477
1,0.99958915
1,0.9995413
1,0.9994012
1,0.99948394
1,0.99940634
1,0.9992194
1,0.99861765
1,0.9989843
1,0.99947804
1,0.9997284
1,0.9993167
1,0.99763453
1,0.9966292
1,0.9973882
1,0.9965581
1,0.9987423
1,0.9994629
1,0.99936384
1,0.9990275
1,0.99932027
1,0.99910396
1,0.9989256
1,0.9957553
1,0.99261343
1,0.99398696
1,0.9886514
2,0.9625835
2,0.99906427
2,0.998793
2,0.99799144
2,0.9916045
2,0.98455393
3,0.9795752
3,0.99078935
3,0.9886232
3,0.9928013
3,0.9953187
3,0.99740285
3,0.9974952
3,0.9937137
3,0.980981
3,0.9808157
3,0.99140644
3,0.99722207
3,0.99906236
3,0.9988053
3,0.9981608
3,0.9987406
3,0.9987639
3,0.9962702
3,0.9977155
3,0.9986525
3,0.99921966
3,0.9985954
3,0.9989372
3,0.99894637
3,0.99871016
3,0.99787676
3,0.9966266
3,0.9975993
3,0.9976012
3,0.99251646
3,0.9865785
3,0.99641585
3,0.99751806
3,0.99603564
3,0.9979249
3,0.99823976
3,0.99867624
3,0.9967835
3,0.9903743
3,0.9878368
3,0.9928474
3,0.99828315
3,0.99683917
3,0.99504143
3,0.99224055
3,0.9928699
3,0.99127793
3,0.9951598
3,0.9956982
3,0.9966037
3,0.9981165
2,0.9872864
2,0.9939394
2,0.9938921
2,0.95116925
3,0.98863775
3,0.9904116
3,0.99621236
3,0.9984515
3,0.9973907
3,0.99360013
3,0.99345434
3,0.99652845
3,0.9964342
3,0.99682933
3,0.99653196
3,0.99720275
3,0.99683726
3,0.99549735
3,0.99552804
3,0.99554044
3,0.99826616
3,0.99870706
3,0.99927956
3,0.99791604
3,0.99111253
3,0.97778964
3,0.9736389
3,0.99330384
3,0.9964887
3,0.9972211
3,0.9981856
3,0.9991875
3,0.99908113
3,0.9990671
3,0.99918455
3,0.99926835
3,0.998749
3,0.99819106
3,0.9982797
3,0.9973014
3,0.997544
3,0.9966659
3,0.9866664
2,0.9891121
2,0.9947744
2,0.9972583
2,0.99288154
3,0.9946024
3,0.99699724
3,0.99623615
3,0.9978587
3,0.99896336
3,0.9977035
3,0.9970053
3,0.998406
3,0.9973935
3,0.99642426
3,0.99535227
3,0.9932613
3,0.98944926
3,0.9953986
3,0.9972736
3,0.9819385
3,0.9603382
3,0.98774606
3,0.9974597
3,0.99768126
3,0.9971095
3,0.9970693
3,0.99698347
3,0.99624264
3,0.99828005
3,0.9936307
3,0.9936354
3,0.99581796
3,0.99533695
3,0.994027
3,0.99729013
3,0.9976731
3,0.9969746
3,0.9963786
3,0.9970061
3,0.9981839
3,0.99887305
