brain_state,confidence_score
3,0.9963213
3,0.9968928
3,0.99447757
3,0.99209315
3,0.98731416
3,0.9869654
3,0.96616447
3,0.94636965
3,0.9758647
3,0.99336034
3,0.9945635
3,0.9943703
3,0.9954716
3,0.99656373
3,0.99759823
3,0.9983883
3,0.99699104
3,0.9981475
3,0.99599373
3,0.99571395
3,0.9927291
3,0.99024475
3,0.9823928
3,0.99073094
3,0.99510396
3,0.9953471
3,0.9967829
3,0.99761164
3,0.99820113
3,0.9984522
3,0.9991196
3,0.9987582
3,0.9981516
3,0.9977756
3,0.9946137
2,0.9618271
2,0.9715257
3,0.9796101
3,0.9940621
3,0.99360836
3,0.9951682
3,0.99751794
3,0.9989931
3,0.9991642
3,0.99858034
3,0.9984652
3,0.9987765
3,0.99536777
3,0.9832033
3,0.9842317
3,0.9799706
2,0.975154
2,0.98715335
2,0.9747174
3,0.98483604
3,0.9900529
3,0.99353623
3,0.99441296
3,0.99737537
3,0.998618
3,0.9987212
3,0.99866104
3,0.99597883
3,0.99777347
3,0.99858606
3,0.99773765
3,0.9957908
3,0.9961288
3,0.99527836
3,0.9949692
3,0.9951623
3,0.994632
3,0.99546295
3,0.9938937
3,0.9964479
3,0.9968119
3,0.99801135
3,0.99853647
3,0.9979107
3,0.9973838
3,0.99799675
3,0.9992304
3,0.9973978
3,0.99233043
3,0.97599244
3,0.99160695
3,0.99542373
3,0.996099
3,0.9960722
3,0.9949679
3,0.99043876
3,0.98484
3,0.9751311
3,0.9857007
3,0.99558264
3,0.99775773
3,0.9972765
3,0.9973847
3,0.9982387
3,0.997422
3,0.99903905
3,0.99924767
3,0.99911016
3,0.998555
3,0.99899393
3,0.99934214
3,0.9960896
3,0.9960284
3,0.99758077
3,0.99708
2,0.98575914
2,0.978121
2,0.9595988
3,0.9922782
3,0.9959282
3,0.997922
3,0.99825877
3,0.9984205
3,0.9991259
3,0.99949384
3,0.99945885
3,0.9963652
3,0.9941029
3,0.9953172
3,0.9943283
3,0.98500896
3,0.99290836
3,0.9940341
3,0.9968352
3,0.9967457
3,0.98796564
2,0.96851414
2,0.98080665
2,0.9708025
3,0.9843822
3,0.992285
3,0.9889621
3,0.98989177
3,0.9966723
3,0.9978484
3,0.9970438
3,0.99720913
3,0.99838066
3,0.998417
3,0.9985649
3,0.9987709
3,0.9990596
3,0.99919575
3,0.9979972
3,0.9980019
3,0.99816567
3,0.99863213
3,0.9977538
3,0.99879265
3,0.99938035
3,0.9995352
3,0.9975642
3,0.99768674
3,0.9945426
3,0.99807173
3,0.9977896
3,0.99657565
3,0.99120796
3,0.9946449
3,0.99637777
3,0.99729
3,0.99838734
3,0.9992441
3,0.9994236
3,0.99871874
3,0.99841034
3,0.99744606
3,0.9965161
3,0.9943019
3,0.9956903
3,0.9812107
1,0.9693859
1,0.97581077
1,0.9872684
1,0.9924716
1,0.9975102
1,0.99592185
1,0.9968495
1,0.99708015
1,0.9986222
1,0.9993932
1,0.998968
1,0.99909043
1,0.9986356
1,0.99667066
1,0.99624026
1,0.9965575
1,0.99256754
1,0.9963368
1,0.9916366
2,0.997134
2,0.9992167
2,0.9893923
3,0.9250357
3,0.9507723
2,0.8525038
2,0.90664834
3,0.90480584
2,0.9617988
2,0.9729627
3,0.9749351
3,0.98699087
3,0.99336267
3,0.9836821
3,0.99510705
3,0.9979163
3,0.9982369
3,0.99816114
3,0.99880314
3,0.99899596
3,0.99876666
3,0.99769646
3,0.99537104
3,0.9942854
3,0.9927049
3,0.95059025
2,0.98627496
2,0.97859585
3,0.9829898
3,0.98905164
3,0.9889286
3,0.9930668
3,0.99659085
3,0.998514
3,0.99871874
3,0.9981365
3,0.9985825
3,0.9966869
3,0.99672204
3,0.99696606
3,0.99760324
3,0.9975109
3,0.99884963
3,0.99904853
3,0.9985996
3,0.9986237
3,0.9976179
3,0.9958061
3,0.99747497
3,0.9964947
3,0.9967325
3,0.9954833
3,0.99694103
3,0.9965958
3,0.99592006
3,0.9938147
3,0.9945657
3,0.9939231
3,0.989791
2,0.962482
3,0.9726221
3,0.986207
3,0.9857393
3,0.9928295
3,0.9954716
3,0.998594
3,0.9988312
3,0.99903667
3,0.9987062
3,0.99924326
3,0.99911493
3,0.99885905
3,0.99881256
3,0.99897635
3,0.9986143
3,0.9934808
3,0.995611
3,0.9954886
3,0.99643123
3,0.99666
3,0.99744153
3,0.9983909
3,0.99686027
3,0.9960866
3,0.9982285
3,0.9976497
3,0.9965461
3,0.9915678
3,0.9891159
3,0.9886623
3,0.91060036
2,0.9961528
2,0.9946483
2,0.9902436
2,0.9710089
3,0.9627724
3,0.98920476
3,0.9952608
3,0.9946872
3,0.99644923
3,0.99471325
3,0.9934354
3,0.99298006
3,0.9976724
3,0.9976192
3,0.99800056
3,0.99814785
3,0.9990828
3,0.99812454
3,0.9991763
3,0.99920005
3,0.9991148
3,0.9971464
3,0.9954353
3,0.9960765
3,0.9957848
3,0.9959961
3,0.99396366
3,0.9943816
3,0.99159765
3,0.97331685
3,0.9076763
1,0.90368384
1,0.9813989
1,0.9942135
1,0.9973067
1,0.9980292
1,0.998089
1,0.99846065
1,0.9971738
1,0.9976634
1,0.9899565
1,0.99072367
1,0.9902968
1,0.99472433
1,0.99837613
1,0.99944705
1,0.9996939
1,0.99977344
1,0.99985397
1,0.99976856
1,0.99942756
1,0.9991129
1,0.9987085
1,0.99658656
1,0.99584574
1,0.9944712
1,0.9766767
1,0.98415077
1,0.9968444
1,0.9507762
2,0.9989033
2,0.9991049
2,0.9959578
2,0.9876017
2,0.9897054
2,0.98620343
2,0.953368
3,0.97620344
3,0.9786789
3,0.9833281
3,0.9737422
3,0.9838064
3,0.9980478
3,0.99831957
3,0.9981651
3,0.99936897
3,0.9988914
3,0.9977124
3,0.9971564
3,0.9972046
3,0.9976987
3,0.9949255
3,0.98876303
3,0.98871803
3,0.96985257
2,0.9504264
2,0.98916143
2,0.9997762
2,0.9999502
2,0.99998844
2,0.9999969
2,0.9999858
2,0.9999199
2,0.9999459
2,0.99930215
2,0.995693
2,0.97813714
2,0.9673405
2,0.9289415
3,0.9686007
3,0.9837413
3,0.9862162
3,0.99342006
3,0.98186296
3,0.98290527
3,0.99460524
3,0.9982311
3,0.99774015
3,0.997009
3,0.99830437
3,0.9982851
3,0.9854913
3,0.97898483
3,0.99617296
3,0.98863494
3,0.9671099
3,0.9874871
3,0.99524444
3,0.99281454
3,0.9939873
3,0.99572587
3,0.99628323
3,0.99495053
3,0.99606496
3,0.9986137
3,0.9981667
3,0.993525
3,0.99423605
3,0.9949663
3,0.9970241
3,0.9977107
3,0.99827826
3,0.9987877
3,0.99843115
3,0.99068224
3,0.99403507
3,0.9788824
2,0.9835633
2,0.98365027
3,0.98094845
3,0.9915633
3,0.9966587
3,0.99820936
3,0.9965558
3,0.99844307
3,0.9987459
3,0.9968906
3,0.9898044
3,0.9880284
3,0.98323375
3,0.9844237
3,0.9896534
3,0.99244845
3,0.9965155
3,0.996621
3,0.9974928
3,0.99795663
3,0.9944488
3,0.99407417
3,0.993349
3,0.9941195
3,0.9939553
3,0.9970866
3,0.99400157
3,0.9580066
3,0.9724501
3,0.9925764
3,0.9920123
3,0.9966131
3,0.99844736
3,0.9990798
3,0.99925226
3,0.99834883
3,0.99810624
3,0.9977598
3,0.9881097
2,0.97633594
2,0.9912212
2,0.99079156
3,0.98535734
3,0.9965849
3,0.99734724
3,0.9960366
3,0.9976265
3,0.9949816
3,0.9967205
3,0.9779904
2,0.99948716
2,0.9998766
2,0.99995124
2,0.9998883
2,0.99691916
3,0.98130876
3,0.9927367
3,0.99829143
3,0.9992041
3,0.9994286
3,0.99893147
3,0.99925774
3,0.9991115
3,0.99854183
3,0.9975032
3,0.99673873
3,0.99720216
3,0.99427646
3,0.9959716
3,0.9973521
3,0.99710196
3,0.99834836
3,0.98121923
3,0.94762653
3,0.9879347
3,0.99774534
3,0.99694186
3,0.998985
3,0.9984931
3,0.998833
3,0.9920127
2,0.9855891
2,0.9973126
2,0.99806243
2,0.9972772
2,0.99473685
2,0.9977514
2,0.9998349
2,0.99990606
2,0.99993026
2,0.9999732
2,0.99997056
2,0.99995744
2,0.9999684
2,0.9999397
2,0.9998449
2,0.99976283
2,0.9997931
2,0.9997656
2,0.9999198
2,0.9999192
2,0.9999311
2,0.9999579
2,0.99997807
2,0.9999838
2,0.99998355
2,0.9999814
2,0.9999881
2,0.9999914
2,0.9999932
2,0.9999969
2,0.999997
2,0.9999974
2,0.9999962
2,0.9999926
2,0.99999
2,0.99997294
2,0.9999428
2,0.99993837
2,0.9999323
2,0.9999411
2,0.9998648
2,0.9999479
2,0.9999753
2,0.99995446
2,0.9999459
2,0.9999596
2,0.9999701
2,0.9999802
2,0.9999552
2,0.99991965
2,0.9997533
2,0.9998903
2,0.9998895
2,0.9998692
2,0.99990976
2,0.99976915
2,0.99985814
2,0.999966
2,0.9999567
2,0.99995816
2,0.99997544
2,0.9999603
2,0.99989295
2,0.9998216
2,0.9996044
2,0.99955827
2,0.9997218
2,0.9997749
2,0.99977046
2,0.99989426
2,0.9999682
2,0.99995804
2,0.9999422
2,0.9999856
2,0.9999906
2,0.9999753
2,0.9999801
2,0.99998903
2,0.99997365
2,0.99998343
2,0.9999908
2,0.99999046
2,0.9999839
2,0.9999883
2,0.99999
2,0.99999523
2,0.99999666
2,0.99999666
2,0.9999987
2,0.999998
2,0.9999968
2,0.9999969
2,0.9999944
2,0.9999908
2,0.99999
2,0.99999106
2,0.9999628
2,0.99994755
2,0.9999614
2,0.999964
2,0.9999343
2,0.9998417
2,0.99953055
2,0.99843746
2,0.99830425
2,0.9976185
2,0.9984219
2,0.9991296
2,0.9997609
2,0.9999124
2,0.9999218
2,0.99992347
2,0.9999027
2,0.999938
2,0.9999186
2,0.99992836
2,0.9999331
2,0.9998913
2,0.9998895
2,0.9998273
2,0.99976736
2,0.99977046
2,0.999845
2,0.99967456
2,0.9996809
2,0.9998547
2,0.9999088
2,0.99985015
2,0.9999107
2,0.9998884
2,0.9996531
2,0.99985707
2,0.9999033
2,0.9999583
2,0.99997735
2,0.99999094
2,0.9999738
2,0.9999666
2,0.9999628
2,0.9999566
2,0.9999453
2,0.99990106
2,0.99988246
2,0.99990904
2,0.999931
2,0.99996245
2,0.9999434
2,0.9999454
2,0.9999783
2,0.99995816
2,0.9999416
2,0.99996686
2,0.9999622
2,0.9999306
2,0.999941
2,0.9999416
2,0.99993193
2,0.9998776
2,0.99987817
2,0.9998541
2,0.99974436
2,0.999759
2,0.99990106
2,0.99992514
2,0.9999254
2,0.9999082
2,0.99987674
2,0.99986136
2,0.9999447
2,0.9999784
2,0.9999869
2,0.999984
2,0.99999416
2,0.99999297
2,0.9999919
2,0.9999945
2,0.9999925
2,0.9999883
2,0.99998367
2,0.99997735
2,0.99993503
2,0.9999012
2,0.9999144
2,0.9998442
2,0.9996829
2,0.99967587
2,0.999718
2,0.9997272
2,0.99961567
2,0.9998074
2,0.9998994
2,0.99995244
2,0.9999864
2,0.9999783
2,0.99997175
2,0.9999883
2,0.9999881
2,0.99999404
2,0.99999344
2,0.9999944
2,0.99999356
2,0.999998
2,0.999998
2,0.9999974
2,0.99999547
2,0.9999975
2,0.99999607
2,0.9999943
2,0.99997663
2,0.999964
2,0.9999635
2,0.9999528
2,0.99996996
2,0.9999367
2,0.9998977
2,0.9998857
2,0.99994385
2,0.99996877
2,0.99997103
2,0.9999769
2,0.9999629
2,0.99997807
2,0.99996495
2,0.9999721
2,0.99993086
2,0.9999231
2,0.99997675
2,0.99989605
2,0.99966145
2,0.9996226
2,0.9999231
2,0.9999263
2,0.99993634
2,0.99997985
2,0.9999889
2,0.9999876
2,0.9999833
2,0.9999877
2,0.99999726
2,0.99999595
2,0.99999785
2,0.9999975
2,0.9999969
2,0.99999297
2,0.9999932
2,0.9999895
2,0.99998903
2,0.9999913
2,0.99999416
2,0.99999094
2,0.9999894
2,0.9999924
2,0.99997866
2,0.99998224
